Código EOL UE,Nome UE,Código EOL DRE,Nome da DRE UE,Sigla DRE,Nome da associação,CNPJ da associação,RF Presidente Diretoria,Nome Presidente Diretoria,RF Presidente Conselho Fiscal,Nome Presidente Conselho Fisca
090387,EMEI RICARDO GONCALVES,109000,PIRITUBA,PJ,EMEI RICARDO GONÇALVES,50860089000134,,,,
090395,"EMEI ANA MARIA POPPOVIC, PROFA.",109000,PIRITUBA,PJ,"EMEI ANA MARIA POPPOVIC, PROFª",50860048000148,,,,
090409,EMEI NOEMIA IPPOLITO,109000,PIRITUBA,PJ,EMEI NOEMIA IPPOLITO,50546118000198,,,,
090417,EMEI SANTOS DUMONT,109000,PIRITUBA,PJ,EMEI SANTOS DUMONT,50861467000102,,,,
090425,EMEI MONTEIRO LOBATO,108600,IPIRANGA,IP,EMEI MONTEIRO LOBATO,50548189000120,,,,
090433,EMEI TIDE SETUBAL,108100,BUTANTA,BT,EMEI TIDE SETÚBAL,50954346000105,,,,
090441,EMEI PEDROSO DE MORAES,108100,BUTANTA,BT,EMEI PEDROSO DE MORAES,50862135000134,,,,
090450,"EMEI ANTONIO BRANCO LEFEVRE, PROF.",108100,BUTANTA,BT,EMEI PROF. ANTÔNIO BRANCO LEFÈVRE,50859958000100,,,,
090468,"EMEI ZILDA DE FRANCESCHI, PROFA.",108100,BUTANTA,BT,EMEI PROFª ZILDA DE FRANCESCHI,50862150000182,,,,
090476,EMEI GELOIRA DE CAMPOS,109100,SANTO AMARO,SA,EMEI GELOIRA DE CAMPOS,52029618000188,,,,
090484,"EMEI ISABEL COLOMBO, PROFA.",108100,BUTANTA,BT,EMEI PROFª ISABEL COLOMBO,50713122000101,,,,
090492,EMEI BORBA GATO,109100,SANTO AMARO,SA,EMEI BORBA GATO,51932085000187,,,,
090506,EMEI ANHANGUERA,109100,SANTO AMARO,SA,EMEI ANHANGUERA,52039013000178,,,,
090514,EMEI FRANCISCO MANUEL DA SILVA,109100,SANTO AMARO,SA,EMEI FRANCISCO MANUEL DA SILVA,51930303000144,,,,
090522,"EMEI CELSO FERREIRA DA SILVA, PROF.",109100,SANTO AMARO,SA,"EMEI CELSO FERREIRA DA SILVA, PROF.",52039039000116,,,,
090531,"EMEI JOAO DE DEUS BUENO DOS REIS, DR.",109100,SANTO AMARO,SA,"EMEI JOÃO DE DEUS BUENO DOS REIS, DR.",50954817000177,,,,
090549,EMEI VIRIATO CORREIA,108300,CAPELA DO SOCORRO,CS,EMEI VIRIATO CORREIA,52169141000136,,,,
090557,EMEI CARLOS DRUMMOND DE ANDRADE,108300,CAPELA DO SOCORRO,CS,EMEI CARLOS DRUMMOND DE ANDRADE,53025367000126,,,,
090565,EMEI CASTRO ALVES,108300,CAPELA DO SOCORRO,CS,EMEI CASTRO ALVES,50949338000162,,,,
090573,"EMEI RIO BRANCO, BR. DO",108300,CAPELA DO SOCORRO,CS,"EMEI RIO BRANCO, BR. DO",50961002000115,,,,
090581,EMEI LUIS TRAVASSOS,108300,CAPELA DO SOCORRO,CS,EMEI LUIS TRAVASSOS,52030210000126,,,,
090590,"EMEI ARISTIDES NOGUEIRA, DR.",108300,CAPELA DO SOCORRO,CS,"EMEI ARISTIDES NOGUEIRA, DR.",52030236000174,,,,
090603,EMEI ZUMBI DOS PALMARES,108300,CAPELA DO SOCORRO,CS,EMEI ZUMBI DOS PALMARES,56320385000129,,,,
090611,EMEI CORA CORALINA,109100,SANTO AMARO,SA,EMEI CORA CORALINA,56563646000131,,,,
090620,EMEI MARIALICE MENCARINI FORACCHI,108300,CAPELA DO SOCORRO,CS,EMEI MARIALICE MENCARINI FORACCHI,56574924000156,,,,
090638,EMEI SERGIO CARDOSO,108300,CAPELA DO SOCORRO,CS,EMEI SERGIO CARDOSO,56094386000100,,,,
090646,EMEI CLARA NUNES,108300,CAPELA DO SOCORRO,CS,EMEI CLARA NUNES,56097694000181,,,,
090654,EMEI PIRATININGA,108700,ITAQUERA,IQ,EMEI PIRATININGA,50996404000155,,,,
090662,EMEI MARIA MONTESSORI,108700,ITAQUERA,IQ,EMEI MARIA MONTESSORI,52024106000129,,,,
090671,EMEI LEONARDO ARROYO,108900,PENHA,PE,EMEI LEONARDO ARROYO,52037132000191,,,,
090689,"EMEI MARIA VITORIA DA CUNHA, PROFA.",108900,PENHA,PE,EMEI PROFª MARIA VITÓRIA DA CUNHA,52023314000103,,,,
090697,EMEI PEDRO BRASIL BANDECCHI,108900,PENHA,PE,EMEI PEDRO BRASIL BANDECCHI,52037173000188,,,,
090701,EMEI IBIAPABA MARTINS,108900,PENHA,PE,EMEI IBIAPABA MARTINS,50996321000166,,,,
090719,"EMEI LUCIANO ROBERTO, PROF.",108900,PENHA,PE,EMEI PROº LUCIANO ROBERTO,52038718000170,,,,
090727,EMEI ROBERTO VICTOR CORDEIRO,108900,PENHA,PE,EMEI ROBERTO VICTOR CORDEIRO,52037199000126,,,,
090735,EMEI JOSE DUARTE,108700,ITAQUERA,IQ,EMEI JOSE DUARTE,52023298000159,,,,
090743,"EMEI DENISE MERCIER RODRIGUES AGUIAR, PROFA.",108700,ITAQUERA,IQ,EMEI PROF DENISE M. R. AGUIAR,50995828000103,,,,
090751,"EMEI BUENO DE AZEVEDO, DR.",108700,ITAQUERA,IQ,EMEI DR. BUENO DE AZEVEDO,50994128000196,,,,
090760,"EMEI SYLVIA VARONI DE CASTRO, PROFA.",108700,ITAQUERA,IQ,EMEI PROF SYLVIA V. DE CASTRO,50994102000148,,,,
090778,"EMEI LEONARDO VAN ACKER, PROF.",108700,ITAQUERA,IQ,EMEI PROF LEONARDO V. ACKER,52027083000106,,,,
090786,"EMEI FLORIANO PEIXOTO, MAL.",108700,ITAQUERA,IQ,EMEI MAR. FLORIANO PEIXOTO,50997600000144,,,,
090794,EMEI ANTONIO GONCALVES DIAS,108700,ITAQUERA,IQ,EMEI ANTONIO GONÇALVES DIAS,50957158000122,,,,
090808,"EMEI MANOEL DA NOBREGA, PE.",108700,ITAQUERA,IQ,EMEI PE MANOEL DA NÓBREGA,50711860000101,,,,
090816,"EMEI MARIA HELENA BARBOSA MARTINS, PROFA.",108700,ITAQUERA,IQ,EMEI PROF MARIA H. B. MARTINS,50951565000122,,,,
090824,EMEI RONALD DE CARVALHO,108700,ITAQUERA,IQ,EMEI RONALD DE CARVALHO,52025624000167,,,,
090832,EMEI RODRIGUES DE ABREU,108500,GUAIANASES,G,EMEI RODRIGUES DE ABREU,50995844000198,,,,
090841,"EMEI GIANFEDERICO PORTA, PROF.",108500,GUAIANASES,G,EMEI GIANFEDERICO PORTA,52032786000122,,,,
090859,EMEI TOMAS GALHARDO,108500,GUAIANASES,G,EMEI TOMÁS GALHARDO,50960418000119,,,,
090867,EMEI PESTALOZZI,109200,SAO MATEUS,SM,EMEI PESTALOZZI ,52160694000128,,,,
090875,EMEI FELIPE DOLIVEIRA,109200,SAO MATEUS,SM,EMEI FELIPE D'OLIVEIRA ,52033743000161,,,,
090883,EMEI JESUINA NUNES BARBOSA,109200,SAO MATEUS,SM,EMEI JESUINA NUNES BARBOSA ,50380880000147,,,,
090891,EMEI CECILIA MEIRELLES,109200,SAO MATEUS,SM,EMEI CECILIA MEIRELES ,52191541000148,,,,
090905,"CEU EMEI JOSE GASPAR, D.",108700,ITAQUERA,IQ,EMEI DOM JOSÉ GASPAR,52505419000107,,,,
090913,EMEI FLORINDA ROBERTO QUEIROZ DE CASTRO,108700,ITAQUERA,IQ,EMEI FLORINDA R. Q. DE CASTRO,52991742000120,,,,
090921,"EMEI PEDRO CHAVES, MIN.",108700,ITAQUERA,IQ,EMEI MINISTRO PEDRO CHAVES,53836938000102,,,,
090930,EMEI ERNANI SILVA BRUNO,108700,ITAQUERA,IQ,EMEI ERNANI SILVA BRUNO,54061817000107,,,,
090948,EMEI MIROEL SILVEIRA,108700,ITAQUERA,IQ,EMEI MIROEL SILVEIRA,53836953000150,,,,
090956,"EMEI CARLOS JEREISSATI, SEN.",108700,ITAQUERA,IQ,EMEI SEM. CARLOS JEREISSATI,53836979000107,,,,
090964,"EMEI APARECIDA MARIA DE MENDONCA, PROFA.",108700,ITAQUERA,IQ,EMEI PROF AP. Mª DE MENDONÇA,54575345000100,,,,
090972,EMEI MARGARIDA MARIA ALVES,108500,GUAIANASES,G,EMEI MARGARIDA MARIA ALVES,56265457000182,,,,
090981,EMEI CARLOTA PEREIRA DE QUEIROZ,108500,GUAIANASES,G,EMEI CARLOTA PEREIRA DE QUEIROZ,55236624000102,,,,
090999,EMEI ADONIRAN BARBOSA,108500,GUAIANASES,G,EMEI ADONIRAM BARBOSA,55085096000120,,,,
091006,"EMEI NILDO DO AMARAL JUNIOR, PE.",108700,ITAQUERA,IQ,EMEI PE NILDO DO A. JUNIOR,56574551000113,,,,
091014,EMEI AMACIO MAZZAROPI,108500,GUAIANASES,G,EMEI AMACIO MAZZAROPI,57747966000104,,,,
091022,EMEI ODUVALDO VIANA FILHO,108500,GUAIANASES,G,EMEI ODUVALDO VIANA FILHO,57746919000146,,,,
091031,EMEI SAMUEL WAINER,108500,GUAIANASES,G,EMEI SAMUEL WAINER ,58373291000143,,,,
091057,"EMEI LUIZ PEREIRA, PROF.",108700,ITAQUERA,IQ,EMEI PROF LUIZ PEREIRA,56572308000166,,,,
091065,EMEI ELIS REGINA,109200,SAO MATEUS,SM,EMEI ELIS REGINA ,57126492000183,,,,
091073,EMEI AUGUSTO FROEBEL,108900,PENHA,PE,EMEI AUGUSTO FROEBEL,50712769000100,,,,
091081,"EMEI MAX WOLF FILHO, SGT.",108900,PENHA,PE,"EMEI MAX WOLF FILHO, SGT",52634532000184,,,,
091090,"EMEI MIGUEL COSTA, GEN.",108900,PENHA,PE,EMEI GAL MIGUEL COSTA,52642642000198,,,,
091103,EMEI JARDIM PEDRO JOSE NUNES,109300,SAO MIGUEL,MP,EMEI JD. PEDRO JOSÉ NUNES,53054490000175,,,,
091111,EMEI EPITACIO PESSOA,109300,SAO MIGUEL,MP,EMEI EPITÁCIO PESSOA,52025590000100,,,,
091120,EMEI AFRANIO PEIXOTO,109300,SAO MIGUEL,MP,EMEI AFRÂNIO PEIXOTO,50960632000175,,,,
091138,EMEI ANTONIO LAPENNA,109300,SAO MIGUEL,MP,EMEI ANTONIO LAPENNA,50997642000185,,,,
091146,EMEI GRACILIANO RAMOS,109300,SAO MIGUEL,MP,EMEI GRACILIANO RAMOS,51933174000148,,,,
091154,EMEI ANTONIO PEREIRA LIMA,108500,GUAIANASES,G,EMEI ANTONIO PEREIRA LIMA,52034014000120,,,,
091162,EMEI MAGDALENA TAGLIAFERRO,108500,GUAIANASES,G,EMEI MAGDALENA TAGLIAFERRO,52027422000154,,,,
091171,EMEI LUIZA HELENA DE BARROS,109300,SAO MIGUEL,MP,EMEI LUIZA HELENA DE BARROS,52033974000175,,,,
091189,EMEI JOSE DE ALENCAR,109300,SAO MIGUEL,MP,EMEI JOSÉ DE ALENCAR,50997626000192,,,,
091197,"EMEI PEDRO II, D.",109300,SAO MIGUEL,MP,EMEI DOM PEDRO II,52035128000194,,,,
091201,EMEI MARIA QUITERIA,109300,SAO MIGUEL,MP,EMEI MARIA QUITÉRIA,51933075000166,,,,
091219,"EMEI ALBERTO MENDES JUNIOR, CAP.",109300,SAO MIGUEL,MP,EMEI CAPITÃO ALBERTO MENDE JR,52037686000199,,,,
091227,EMEI OVIDIO DECROLY,109300,SAO MIGUEL,MP,EMEI OVÍDIO DECROLY,52037231000173,,,,
091235,"EMEI HELENA DE PAULA MARIN, PROFA.",109300,SAO MIGUEL,MP,EMEI PROF HELENA DE PAULA MARIN,53832085000130,,,,
091243,EMEI LEILA DINIZ,109300,SAO MIGUEL,MP,EMEI LEILA DINIZ,58104928000104,,,,
091251,EMEI GLAUBER ROCHA,108700,ITAQUERA,IQ,EMEI GLAUBER ROCHA,57749673000166,,,,
091260,"EMEI IRENE FAVRET LOPES, PROFA.",108900,PENHA,PE,EMEI PROFESSORA IRENE FAVRET LOPES,52027737000100,,,,
091278,"EMEI GOMES CARDIM, INTENDENTE",108900,PENHA,PE,EMEI INTENDENTE GOMES CARDIM,50949759000193,,,,
091286,"EMEI MARIA LAURA DE SOUZA CAMPOS, PROFA.",108700,ITAQUERA,IQ,EMEI PROF MARIA L. S. CAMPOS,50958487000198,,,,
091294,EMEI QUINTINO BOCAIUVA,108900,PENHA,PE,EMEI QUINTINO BOCAIÚVA,52023611000159,,,,
091308,"EMEI RAFAEL TOBIAS DE AGUIAR, BRIG.",108900,PENHA,PE,EMEI BRIG. RAFAEL TOBIAS DE AGUIAR,50956572000117,,,,
091316,"EMEI LUIZ GOMES CARDIM SANGIRARDI, ENG.",108900,PENHA,PE,EMEI ENG. LUIZ GOMES CARDIM SANGIRARDI,50956531000120,,,,
091324,EMEI EVARISTO DA VEIGA,108900,PENHA,PE,EMEI EVARISTO DA VEIGA,50994557000163,,,,
091332,EMEI TOMAS ANTONIO GONZAGA,108900,PENHA,PE,EMEI TOMAS ANTONIO GONZAGA,52166055000170,,,,
091341,"EMEI JOSE RUBENS PERES FERNANDES, PROF.",108900,PENHA,PE,EMEI PROF JOSE RUBENS PERES FERNANDES,50713056000161,,,,
091359,EMEI MARIO GRACIOTTI,108900,PENHA,PE,EMEI MÁRIO GRACIOTTI,52566692000133,,,,
091367,"EMEI GOULART, ENG.",108900,PENHA,PE,EMEI ENGENHEIRO GOULART,52026556000150,,,,
091375,EMEI SILVIO ROMERO,108900,PENHA,PE,EMEI SILVIO ROMERO,52033875000193,,,,
091383,"EMEI DUTRA, PRES.",108900,PENHA,PE,EMEI PRESIDENTE DUTRA,52028461000176,,,,
091391,EMEI MARY BUARQUE,108900,PENHA,PE,EMEI MARY BUARQUE,50713262000171,,,,
091405,EMEI MARIA LACERDA DE MOURA,108900,PENHA,PE,EMEI MARIA LACERDA DE MOURA,53819785000195,,,,
091413,EMEI RODRIGO SOARES JUNIOR,108900,PENHA,PE,EMEI RODRIGO SOARES JUNIOR,56709199000186,,,,
091421,EMEI ALFREDO DA ROCHA VIANA FILHO - PIXINGUINHA,108900,PENHA,PE,EMEI ALFREDO DA ROCHA VIANA FILHO-PIXINGUINHA,57065245000114,,,,
091430,EMEI MANOEL PRETO,108400,FREGUESIA/BRASILANDIA,FO,EMEI MANOEL PRETO,50951045000110,,,,
091448,EMEI OLAVO BILAC,108400,FREGUESIA/BRASILANDIA,FO,EMEI OLAVO BILAC,52034428000159,,,,
091456,EMEI FELIPE MESTRE JOU,108400,FREGUESIA/BRASILANDIA,FO,EMEI FELIPE MESTRE JOU,51931673000104,,,,
091464,EMEI 25 DE JANEIRO,108400,FREGUESIA/BRASILANDIA,FO,EMEI 25 DE JANEIRO,50864065000153,,,,
091472,"EMEI JOSE CANAVO FILHO, CEL.",108400,FREGUESIA/BRASILANDIA,FO,"EMEI JOSE CANAVO FILHO, CEL.",50861418000161,,,,
091481,"EMEI ALEXANDRE GAMA, CEL.",108400,FREGUESIA/BRASILANDIA,FO,EMEI ALEXANDRE GAMA ,51931657000103,,,,
091499,EMEI ANITA GARIBALDI,108400,FREGUESIA/BRASILANDIA,FO,EMEI ANITA GARIBALDI,51931863000113,,,,
091502,EMEI MARTINS FONTES,108400,FREGUESIA/BRASILANDIA,FO,EMEI MARTINS FONTES,52035854000107,,,,
091511,"EMEI LUCAS NOGUEIRA GARCEZ, GOV.",108400,FREGUESIA/BRASILANDIA,FO,"EMEI LUCAS NOGUEIRA GARCEZ, GOV.",52805645000103,,,,
091529,"EMEI BILAC PINTO, MIN.",108400,FREGUESIA/BRASILANDIA,FO,"EMEI BILAC PIN TO, MIN.",52164001000175,,,,
091537,EMEI ROSA E CAROLINA AGAZZI,108400,FREGUESIA/BRASILANDIA,FO,EMEI ROSA E CAROLINA AGAZZI,50953082000167,,,,
091545,EMEI JULIO DE MESQUITA FILHO,108400,FREGUESIA/BRASILANDIA,FO,EMEI JULIO DE MESQUITA FILHO,52502705000100,,,,
091553,EMEI NELSON MANDELA,108400,FREGUESIA/BRASILANDIA,FO,EMEI NELSON MANDELA,50713486000183,,,,
091561,EMEI ABELARDO GALDINO PINTO - PIOLIN,108400,FREGUESIA/BRASILANDIA,FO,EMEI ABELARDO GALDINO PINTO,50952274000159,,,,
091570,"EMEI EDUARDO GOMES, BRIG.",108400,FREGUESIA/BRASILANDIA,FO,"EMEI EDUARDO GOMES, BRIG.",52447034000122,,,,
091588,EMEI BERTHA LUTZ,108400,FREGUESIA/BRASILANDIA,FO,EMEI BERTHA LUTZ,59283341000164,,,,
091596,"EMEI ENZO SILVEIRA, DR.",108400,FREGUESIA/BRASILANDIA,FO,"EMEI ENZO SILVEIRA, DR.",57121659000113,,,,
091600,"EMEI OLGA CALIL MENAH, PROFA.",109000,PIRITUBA,PJ,EMEI OLGA CALIL MENAH,52034485000138,,,,
091618,"EMEI OLGA MARIA GERMANO MARTINS DOMINGOS, PROFA.",109000,PIRITUBA,PJ,"EMEI OLGA Mª G.M. DOMINGOS,PROFª",50707579000103,,,,
091626,"EMEI EUNICE DOS SANTOS, PROFA.",109000,PIRITUBA,PJ,EMEI PROFª EUNICE DOS SANTOS,50866425000156,,,,
091634,EMEI CONJ. RESIDENCIAL ELISIO TEIXEIRA LEITE,109000,PIRITUBA,PJ,"EMEI ELISIO TEIXEIRA LEITE, CONJ. RESID.",50950211000163,,,,
091642,EMEI FERNANDO DE AZEVEDO,109000,PIRITUBA,PJ,EMEI FERNANDO DE AZEVEDO,50713163000190,,,,
091651,EMEI OLIVEIRA LIMA,109000,PIRITUBA,PJ,EMEI OLIVEIRA LIMA,50856939000120,,,,
091669,EMEI PEROLA ELLIS BYINGTON,109000,PIRITUBA,PJ,EMEI PEROLA ELLIS BYINGTON,50707553000157,,,,
091677,EMEI AFONSO SARDINHA,109000,PIRITUBA,PJ,EMEI AFONSO SARDINHA,50712173000100,,,,
091685,EMEI PAULO VI,109000,PIRITUBA,PJ,EMEI PAULO VI,50861400000160,,,,
091693,EMEI ANTONIO RAPOSO TAVARES,109000,PIRITUBA,PJ,EMEI ANTONIO RAPOSO TAVARES,50859750000191,,,,
091707,EMEI PEDRO DE TOLEDO,109000,PIRITUBA,PJ,EMEI PEDRO DE TOLEDO,50713189000138,,,,
091715,EMEI CARMEN DA SILVA,109000,PIRITUBA,PJ,EMEI CARMEN DA SILVA,56090178000125,,,,
091723,EMEI MANUEL BANDEIRA,108400,FREGUESIA/BRASILANDIA,FO,EMEI MANUEL BANDEIRA,56271794000182,,,,
091731,EMEI 7 DE SETEMBRO,108400,FREGUESIA/BRASILANDIA,FO,EMEI 7 DE SETEMBRO,50867290000143,,,,
091740,EMEI JOSE BONIFACIO DE ANDRADA E SILVA,108800,JACANA/TREMEMBE,JT,EMEI JOSE BONIFACIO DE ANDRADA E SILVA,50997337000193,,,,
091758,"EMEI JOSE AUGUSTO CESAR, DR.",108800,JACANA/TREMEMBE,JT,EMEI DR JOSE AUGUSTO CESAR,52025285000119,,,,
091766,"EMEI GINA DE MARTINO, DRA.",108800,JACANA/TREMEMBE,JT,EMEI DRA GINA DE MARTINO,50950633000139,,,,
091774,"EMEI ENIO CORREA, PROF.",108800,JACANA/TREMEMBE,JT,EMEI PROF ENIO CORREA,52943917000123,,,,
091782,"EMEI EUDOXIA DE BARROS, PROFA.",108800,JACANA/TREMEMBE,JT,EMEI PROF EUDOXIA DE BARROS,50956648000104,,,,
091791,EMEI ARTHUR ETZEL,108800,JACANA/TREMEMBE,JT,EMEI ARTHUR ETZEL,51978468000196,,,,
091804,EMEF PAULO NOGUEIRA FILHO,108400,FREGUESIA/BRASILANDIA,FO,EMEF PAULO NOGUEIRA FILHO,44379386000160,,,,
091812,EMEBS HELEN KELLER,108600,IPIRANGA,IP,EMEBS HELEN KELLER,58399973000125,,,,
091821,"EMEI FEIJO, REG.",108600,IPIRANGA,IP,EMEI REGENTE FEIJÓ,52030723000137,,,,
091839,EMEI ALBERTO DE OLIVEIRA,108600,IPIRANGA,IP,EMEI ALBERTO DE OLIVEIRA,50859263000129,,,,
091847,EMEI ANGELO MARTINO,108600,IPIRANGA,IP,EMEI ANGELO MARTINO,50863539000142,,,,
091855,EMEI PATRICIA GALVAO,108600,IPIRANGA,IP,EMEI PATRICIA GALVÃO,50863745000152,,,,
091863,EMEI GABRIEL PRESTES,108600,IPIRANGA,IP,EMEI GABRIEL PRESTES,52031408000124,,,,
091871,EMEI ARMANDO DE ARRUDA PEREIRA,108600,IPIRANGA,IP,EMEI ARMANDO DE ARRUDA PEREIRA,50997170000160,,,,
091880,EMEI JOAO THEODORO,108600,IPIRANGA,IP,EMEI JOÃO THEODORO,52643871000127,,,,
091898,"EMEI ALCEU MAYNARD DE ARAUJO, PROF.",108600,IPIRANGA,IP,EMEI PROFESSOR ALCEU MAYNARD DE ARAUJO,50961036000100,,,,
091901,EMEI CASPER LIBERO,108900,PENHA,PE,EMEI CASPER LIBERO,52581832000142,,,,
091910,EMEI DELFINO AZEVEDO,108600,IPIRANGA,IP,EMEI DELFINO AZEVEDO,50858596000133,,,,
091928,"EMEI MILTON IMPROTA, PROF.",108600,IPIRANGA,IP,EMEI PROFESSOR MILTON IMPROTA,50858570000195,,,,
091936,"EMEI MANUEL SOARES NEIVA, CEL.",108600,IPIRANGA,IP,EMEI CEL. MANUEL SOARES NEIVA,52029600000186,,,,
091944,"EMEI THEREZINHA BATISTA PETTAN, PROFA.",108600,IPIRANGA,IP,EMEI PROFESSORA THEREZINHA BATISTA PETAN,52842291000169,,,,
091952,EMEI MONTESE,108600,IPIRANGA,IP,EMEI MONTESE,52031630000127,,,,
091961,"EMEI MARIO MARQUES E SERRA, PE.",108600,IPIRANGA,IP,EMEI PADRE MARIO MARQUES E SERRA,52629557000190,,,,
091979,CEU EMEI ANTONIO FRANCISCO LISBOA,108600,IPIRANGA,IP,EMEI CEU ANTONIO FRANCISCO LISBOA,52032315000114,,,,
091987,"CEU EMEI BENNO HUBERT STOLLENWERK, PE.",108600,IPIRANGA,IP,EMEI PE BENNO HUBERT STOLLENWERK,52804283000128,,,,
091995,EMEI BATISTA CEPELOS,108600,IPIRANGA,IP,EMEI BATISTA CEPELOS,52400694000158,,,,
092002,"EMEI ISABEL, PRINC.",108600,IPIRANGA,IP,EMEI PRINCESA ISABEL,52023744000125,,,,
092011,"EMEI PEDRO I, D.",108600,IPIRANGA,IP,EMEI DOM PEDRO I,52041209000105,,,,
092029,"EMEI TAMANDARE, ALM",108900,PENHA,PE,EMEI ALMIRANTE TAMANDARÉ,52170578000190,,,,
092037,EMEI MARCILIO DIAS,108900,PENHA,PE,EMEI MARCILIO DIAS ,52634599000119,,,,
092045,EMEI GUILHERME RUDGE,108900,PENHA,PE,EMEI GUILHERME RUDGE,52027729000155,,,,
092053,EMEI ALUISIO DE AZEVEDO,108900,PENHA,PE,EMEI ALUISIO DE AZEVEDO,52043460000109,,,,
092061,EMEI CORNELIO PIRES,108900,PENHA,PE,EMEI CORNÉLIO PIRES,52447158000108,,,,
092070,"EMEI MARIO ALVES DE CARVALHO, DR.",108900,PENHA,PE,EMEI DR. MÁRIO ALVES DE CARVALHO,52170719000174,,,,
092088,EMEI FRANCISCO ROQUETTI,108700,ITAQUERA,IQ,EMEI FRANCISCO ROQUETTI,53024873000109,,,,
092096,"EMEI JOAO ORTALE, PROF.",108700,ITAQUERA,IQ,EMEI PROF JOÃO ORTALE,50859784000186,,,,
092100,"EMEI ALBERTO MESQUITA DE CAMARGO, PROF.",108700,ITAQUERA,IQ,EMEI PROF ALBERTO M. DE C.,52943362000110,,,,
092118,"EMEI NEYL GOMEZ MARTIN, PROFA.",108700,ITAQUERA,IQ,EMEI PROF NEYL G. MARTIN,50858943000128,,,,
092126,"EMEI JOSE VICENTE DA CUNHA, PROF.",109200,SAO MATEUS,SM,EMEI PROF JOSE VICENTE DA CUNHA ,52446804000112,,,,
092134,"EMEI OLANDYA PERES RIBEIRO, PROFA.",108700,ITAQUERA,IQ,EMEI OLANDYA PERES RIBEIRO,52026572000143,,,,
092142,"EMEI SUZANA EVANGELINA FELIPPE, PROFA.",108700,ITAQUERA,IQ,EMEI PROF SUZANA E. FELIPPE,52172087000188,,,,
092151,"EMEI ELDY POLI BIFONE, PROFA.",108900,PENHA,PE,EMEI PROFESSORA ELDY POLI BIFONE,52036571000180,,,,
092169,"EMEI ANCHIETA, PE.",108800,JACANA/TREMEMBE,JT,EMEI PADRE ANCHIETA,50951003000189,,,,
092177,"EMEI LOURENCO FILHO, PROF.",108800,JACANA/TREMEMBE,JT,EMEI PROFESSOR LOURENÇO FILHO,52030004000116,,,,
092185,EMEI ANA NERI,108800,JACANA/TREMEMBE,JT,EMEI ANA NERI,52035532000168,,,,
092193,"EMEI YUKIO OZAKI, PROF.",108800,JACANA/TREMEMBE,JT,EMEI PROFESSOR YUKIO OZAKI,50994466000128,,,,
092207,EMEI CARLOS GOMES,108800,JACANA/TREMEMBE,JT,EMEI CARLOS GOMES,50859669000101,,,,
092215,EMEI EDUARDO CARLOS PEREIRA,108800,JACANA/TREMEMBE,JT,EMEI EDUARDO CARLOS PEREIRA,51932218000115,,,,
092223,EMEI MARIA ISABEL PACHECO DE ALMEIDA RIBEIRO,108800,JACANA/TREMEMBE,JT,EMEI PROFA MARIA ISABEL PACHECO DE A RIBEIRO,52807138000109,,,,
092231,EMEI CIDADE FERNAO DIAS,108800,JACANA/TREMEMBE,JT,EMEI CIDADE FERNÃO DIAS,50959683000187,,,,
092240,"EMEI EDU CHAVES, AVIADOR",108800,JACANA/TREMEMBE,JT,EMEI AVIADOR EDU CHAVES,50959667000194,,,,
092258,"EMEI OTTILIA DE JESUS PIRES, PROFA.",108800,JACANA/TREMEMBE,JT,EMEI PROF OTTILIA DE JESUS PIRES,50961168000131,,,,
092266,"EMEI TAUFIK DAUD KURBAN, PROF.",108800,JACANA/TREMEMBE,JT,EMEI PROF TAUFIK DAUD KURBAN,50952688000188,,,,
092274,"EMEI ITALO BETTARELLO, PROF.",108800,JACANA/TREMEMBE,JT,EMEI PROFESSOR ITALO BETTARELLO,52030822000119,,,,
092282,"EMEI LAURA FUNFAS LE SUEUR, PROFA.",108800,JACANA/TREMEMBE,JT,EMEI PROF LAURA FUNFAS LE SUEUR,50957349000194,,,,
092291,EMEI FLAVIO IMPERIO,108800,JACANA/TREMEMBE,JT,EMEI FLAVIO IMPERIO,56321862000170,,,,
092304,EMEI MACHADO DE ASSIS,109100,SANTO AMARO,SA,EMEI MACHADO DE ASSIS,50951557000186,,,,
092312,EMEI CASIMIRO DE ABREU,109100,SANTO AMARO,SA,EMEI CASIMIRO DE ABREU,52578390000185,,,,
092321,"EMEI LEONOR MENDES DE BARROS, DA.",109100,SANTO AMARO,SA,"EMEI LEONOR MENDES  DE BARROS, DA",52035318000101,,,,
092339,EMEI NEUSA MARIA ROSSI,109100,SANTO AMARO,SA,EMEI NEUSA MARIA ROSSI,51933562000129,,,,
092347,EMEI LAUDO FERREIRA DE CAMARGO,109100,SANTO AMARO,SA,EMEI LAUDO FERREIRA DE CAMARGO,52032927000107,,,,
092355,"EMEI LOURDES HEREDIA MELLO, PROFA.",109100,SANTO AMARO,SA,"EMEI LOURDES HEREDIA MELLO, PROFA",50959576000159,,,,
092363,"EMEI LUCY GARCIA SALGADO, PROFA.",108600,IPIRANGA,IP,EMEI PROFESSORA LUCY GARCIA SALGADO,52035359000106,,,,
092371,"EMEI IGNACIO HENRIQUE ROMEIRO, PROF.",108600,IPIRANGA,IP,EMEI PROFESSOR IGNACIO HENRIQUE ROMEIRO,50996289000119,,,,
092380,"EMEI ANITA COSTA, DA.",108600,IPIRANGA,IP,EMEI DONA ANITA COSTA,50951573000179,,,,
